"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"1169","Egon Franke","/wiki/Egon_Franke","SPD",NA,3,0
"1170","Ludwig Franz","/wiki/Ludwig_Franz","CSU","53,9",3,0
"1171","Jakob Franzen","/wiki/Jakob_Franzen","CDU",NA,3,0
"1172","Günter Frede","/wiki/G%C3%BCnter_Frede","SPD",NA,3,0
"1173","Heinz Frehsee","/wiki/Heinz_Frehsee","SPD","37,7",3,0
"1174","Alfred Frenzel","/wiki/Alfred_Frenzel","SPD",NA,3,0
"1175","Martin Frey","/wiki/Martin_Frey_(Politiker)","CDU",NA,3,0
"1176","Ferdinand Friedensburg","/wiki/Ferdinand_Friedensburg_(Politiker,_1886)","CDU",NA,3,0
"1177","Lotte Friese-Korn","/wiki/Lotte_Friese-Korn","FDP",NA,3,0
"1178","Gerhard Fritz","/wiki/Gerhard_Fritz_(Politiker)","CDU",NA,3,0
"1179","Friedrich Fritz","/wiki/Friedrich_Fritz_(Politiker)","CDU","44,0",3,0
"1180","Gustav Fuchs","/wiki/Gustav_Fuchs_(Politiker)","CSU","66,7",3,0
"1181","Friedrich Funk","/wiki/Friedrich_Funk_(Politiker,_1900)","CSU","61,7",3,0
"1182","Hans Furler","/wiki/Hans_Furler","CDU","58,5",3,1
"1183","Mathilde Gantenberg","/wiki/Mathilde_Gantenberg","CDU",NA,3,0
"1184","Walter Gaßmann","/wiki/Walter_Ga%C3%9Fmann","CDU","59,5",3,0
"1185","Gustav-Adolf Gedat","/wiki/Gustav-Adolf_Gedat","CDU","47,1",3,0
"1186","Albrecht Gehring","/wiki/Albrecht_Gehring","CDU",NA,3,0
"1187","Hans Geiger","/wiki/Hans_Geiger_(Politiker)","SPD",NA,3,0
"1188","Hugo Geiger","/wiki/Hugo_Geiger","CSU","62,8",3,0
"1189","Ingeborg Geisendörfer","/wiki/Ingeborg_Geisend%C3%B6rfer","CSU",NA,3,0
"1190","Robert Geritzmann","/wiki/Robert_Geritzmann","SPD","47,5",3,0
"1191","Heinrich Gerns","/wiki/Heinrich_Gerns","CDU","51,8",3,0
"1192","Eugen Gerstenmaier","/wiki/Eugen_Gerstenmaier","CDU","48,8",3,0
"1193","Heinrich Gewandt","/wiki/Heinrich_Gewandt","CDU",NA,3,0
"1194","Paul Gibbert","/wiki/Paul_Gibbert","CDU","65,4",3,0
"1195","Christian Giencke","/wiki/Christian_Giencke","CDU","50,2",3,0
"1196","Fritz Glahn","/wiki/Fritz_Glahn","FDP",NA,3,0
"1197","Alfred Gleisner","/wiki/Alfred_Gleisner","SPD",NA,3,0
"1198","Franz Gleissner","/wiki/Franz_Gleissner","CSU","52,4",3,0
"1199","Hermann Glüsing","/wiki/Hermann_Gl%C3%BCsing","CDU","54,9",3,1
"1200","Josef Gockeln","/wiki/Josef_Gockeln","CDU","59,7",3,0
"1201","Wilhelm Goldhagen","/wiki/Wilhelm_Goldhagen","CDU","45,8",3,0
"1202","Wilhelm Gontrum","/wiki/Wilhelm_Gontrum","CDU",NA,3,0
"1203","Hermann Mathias Görgen","/wiki/Hermann_Mathias_G%C3%B6rgen","CSU",NA,3,0
"1204","Karl Gossel","/wiki/Karl_Gossel","CDU","30,5",3,0
"1205","Leo Gottesleben","/wiki/Leo_Gottesleben","CDU","39,6",3,0
"1206","Hermann Götz","/wiki/Hermann_G%C3%B6tz_(Politiker,_1914)","CDU","59,6",3,0
"1207","Carlo Graaff","/wiki/Carlo_Graaff","FDP",NA,3,0
"1208","Johann Baptist Gradl","/wiki/Johann_Baptist_Gradl","CDU",NA,3,0
"1209","Otto Heinrich Greve","/wiki/Otto_Heinrich_Greve","SPD","39,2",3,0
"1210","Wilhelm Gülich","/wiki/Wilhelm_G%C3%BClich","SPD",NA,3,0
"1211","Bernhard Günther","/wiki/Bernhard_G%C3%BCnther_(Politiker)","CDU","73,0",3,0
"1212","Karl Theodor Freiherr von und zu Guttenberg","/wiki/Karl_Theodor_Freiherr_von_und_zu_Guttenberg","CSU","68,4",3,0
"1213","Hermann Haage","/wiki/Hermann_Haage","SPD",NA,3,0
"1214","Karl Hackethal","/wiki/Karl_Hackethal","CDU","46,4",3,0
"1215","Karl Hahn","/wiki/Karl_Hahn_(Politiker,_1901)","CDU",NA,3,0
"1216","Dietrich Hahne","/wiki/Dietrich_Hahne_(Politiker)","CDU",NA,3,0
"1217","Heinrich Hamacher","/wiki/Heinrich_Hamacher","SPD",NA,3,0
"1218","Fritz von Haniel-Niethammer","/wiki/Fritz_von_Haniel-Niethammer","CSU",NA,3,0
"1219","Hermann Hansing","/wiki/Hermann_Hansing","SPD","39,7",3,0
"1220","Walter Harm","/wiki/Walter_Harm_(Politiker)","SPD",NA,3,0
"1221","Johann Harnischfeger","/wiki/Johann_Harnischfeger","CDU","50,8",3,0
"1222","Herbert Hauffe","/wiki/Herbert_Hauffe","SPD",NA,3,0
"1223","Hugo Hauser","/wiki/Hugo_Hauser","CDU",NA,3,0
"1224","Erwin Häussler","/wiki/Erwin_H%C3%A4ussler","CDU","39,6",3,0
"1225","Bruno Heck","/wiki/Bruno_Heck","CDU","55,6",3,0
"1226","Johann Karl Heide","/wiki/Johann_Karl_Heide","SPD",NA,3,0
"1227","Rudolf-Ernst Heiland","/wiki/Rudolf-Ernst_Heiland","SPD",NA,3,0
"1228","Gustav Heinemann","/wiki/Gustav_Heinemann","SPD",NA,3,0
"1229","Fritz Heinrich","/wiki/Fritz_Heinrich","SPD",NA,3,0
"1230","Martin Heix","/wiki/Martin_Heix","CDU","54,3",3,0
"1231","Josef Hellenbrock","/wiki/Josef_Hellenbrock","SPD",NA,3,0
"1232","Fritz Hellwig","/wiki/Fritz_Hellwig","CDU","60,6",3,0
"1233","Georg Graf Henckel von Donnersmarck","/wiki/Georg_Graf_Henckel_von_Donnersmarck","CSU",NA,3,1
"1234","Luise Herklotz","/wiki/Luise_Herklotz","SPD",NA,3,0
"1235","Hans Hermsdorf","/wiki/Hans_Hermsdorf","SPD","31,8",3,0
"1236","Karl Herold","/wiki/Karl_Herold","SPD",NA,3,0
"1237","Carl Hesberg","/wiki/Carl_Hesberg","CDU",NA,3,0
"1238","Clemens Hesemann","/wiki/Clemens_Hesemann","CDU","63,2",3,0
"1239","Hellmuth Heye","/wiki/Hellmuth_Heye","CDU","43,2",3,0
"1240","Anton Hilbert","/wiki/Anton_Hilbert","CDU","62,6",3,0
"1241","Hermann Höcherl","/wiki/Hermann_H%C3%B6cherl","CSU","57,8",3,1
"1242","Wilhelm Höck","/wiki/Wilhelm_H%C3%B6ck","CDU","48,3",3,0
"1243","Heinrich Höcker","/wiki/Heinrich_H%C3%B6cker","SPD","48,1",3,0
"1244","Heinrich Höfler","/wiki/Heinrich_H%C3%B6fler","CDU","58,4",3,0
"1245","Egon Höhmann","/wiki/Egon_H%C3%B6hmann","SPD","44,4",3,0
"1246","Franz Höhne","/wiki/Franz_H%C3%B6hne_(Politiker)","SPD",NA,3,0
"1247","Ernst Holla","/wiki/Ernst_Holla","CDU","50,4",3,0
"1248","Matthias Hoogen","/wiki/Matthias_Hoogen","CDU","65,5",3,0
"1249","Fritz Wilhelm Hörauf","/wiki/Fritz_Wilhelm_H%C3%B6rauf","SPD",NA,3,0
"1250","Peter Horn","/wiki/Peter_Horn_(Politiker)","CDU","42,5",3,0
"1251","Viktor Hoven","/wiki/Viktor_Hoven","FDP",NA,3,0
"1252","Elinor Hubert","/wiki/Elinor_Hubert","SPD","41,5",3,0
"1253","Karl Hübner","/wiki/Karl_H%C3%BCbner_(Politiker)","FDV",NA,3,0
"1254","Josef Hufnagel","/wiki/Josef_Hufnagel_(Politiker)","SPD",NA,3,0
"1255","Eugen Huth","/wiki/Eugen_Huth","CDU","52,8",3,0
"1256","Lambert Huys","/wiki/Lambert_Huys","CDU","36,4",3,0
"1257","Joseph Illerhaus","/wiki/Joseph_Illerhaus","CDU","65,6",3,0
"1258","Wolfgang Imle","/wiki/Wolfgang_Imle","FDP",NA,3,0
"1259","Hans Iven","/wiki/Hans_Iven","SPD",NA,3,0
"1260","Werner Jacobi","/wiki/Werner_Jacobi_(Politiker,_1907)","SPD",NA,3,0
"1261","Peter Jacobs","/wiki/Peter_Jacobs_(Politiker)","SPD",NA,3,0
"1262","Richard Jaeger","/wiki/Richard_Jaeger","CSU","54,5",3,0
"1263","Artur Jahn","/wiki/Artur_Jahn","CDU","42,6",3,0
"1264","Gerhard Jahn","/wiki/Gerhard_Jahn","SPD",NA,3,0
"1265","Hans Jahn","/wiki/Hans_Jahn_(Politiker)","SPD","44,1",3,0
"1266","Wenzel Jaksch","/wiki/Wenzel_Jaksch","SPD",NA,3,0
"1267","Pascual Jordan","/wiki/Pascual_Jordan","CDU",NA,3,1
"1268","Johann Peter Josten","/wiki/Johann_Peter_Josten","CDU","73,9",3,0
"1269","Hans-Jürgen Junghans","/wiki/Hans-J%C3%BCrgen_Junghans","SPD",NA,3,0
"1270","Hubert Jungherz","/wiki/Hubert_Jungherz","SPD",NA,3,0
"1271","Nikolaus Jürgensen","/wiki/Nikolaus_J%C3%BCrgensen","SPD","46,6",3,0
"1272","Hellmut Kalbitzer","/wiki/Hellmut_Kalbitzer","SPD","47,0",3,0
"1273","Margot Kalinke","/wiki/Margot_Kalinke","DP","39,4",3,0
"1274","Karl Kanka","/wiki/Karl_Kanka","CDU","42,9",3,0
"1275","Hans Katzer","/wiki/Hans_Katzer","CDU","55,0",3,0
"1276","Irma Keilhack","/wiki/Irma_Keilhack","SPD","46,3",3,0
"1277","Ernst Keller","/wiki/Ernst_Keller_(Politiker,_September_1900)","FDP",NA,3,0
"1278","Emil Kemmer","/wiki/Emil_Kemmer","CSU","63,1",3,0
"1279","Friedrich Kempfler","/wiki/Friedrich_Kempfler","CSU","68,2",3,1
"1280","Alma Kettig","/wiki/Alma_Kettig","SPD",NA,3,0
"1281","Dietrich Keuning","/wiki/Dietrich_Keuning","SPD","49,7",3,0
"1282","Kurt Georg Kiesinger","/wiki/Kurt_Georg_Kiesinger","CDU","75,3",3,1
"1283","Arthur Killat","/wiki/Arthur_Killat","SPD",NA,3,0
"1284","Georg Richard Kinat","/wiki/Georg_Richard_Kinat","SPD",NA,3,0
"1285","Liesel Kipp-Kaule","/wiki/Liesel_Kipp-Kaule","SPD",NA,3,0
"1286","Peterheinrich Kirchhoff","/wiki/Peterheinrich_Kirchhoff","CDU","46,1",3,0
"1287","Gerhard Kisters","/wiki/Gerhard_Kisters","CDU",NA,3,0
"1288","Wolfgang Klausner","/wiki/Wolfgang_Klausner","CSU","55,8",3,1
"1289","Elfriede Klemmert","/wiki/Elfriede_Klemmert","CDU",NA,3,0
"1290","Georg Kliesing","/wiki/Georg_Kliesing","CDU",NA,3,0
"1291","Ludwig Knobloch","/wiki/Ludwig_Knobloch","CDU","42,4",3,0
"1292","Friedrich Knorr","/wiki/Friedrich_Knorr_(Politiker)","CSU","45,5",3,0
"1293","Hermann Koch","/wiki/Hermann_Koch_(Politiker,_1899)","CDU","42,0",3,0
"1294","Jakob Koenen","/wiki/Jakob_Koenen","SPD",NA,3,0
"1295","Otto Köhler","/wiki/Otto_K%C3%B6hler_(Politiker)","FDP",NA,3,1
"1296","Oswald Adolph Kohut","/wiki/Oswald_Adolph_Kohut","FDP",NA,3,0
"1297","Willy Könen","/wiki/Willy_K%C3%B6nen","SPD",NA,3,0
"1298","Wilhelm Königswarter","/wiki/Wilhelm_K%C3%B6nigswarter_(Politiker)","SPD",NA,3,0
"1299","Hermann Kopf","/wiki/Hermann_Kopf","CDU","56,1",3,0
"1300","Lisa Korspeter","/wiki/Lisa_Korspeter","SPD",NA,3,0
"1301","Waldemar Kraft","/wiki/Waldemar_Kraft","CDU",NA,3,1
"1302","Angelo Kramel","/wiki/Angelo_Kramel","CSU",NA,3,0
"1303","Karl Krammig","/wiki/Karl_Krammig","CDU",NA,3,0
"1304","Edith Krappe","/wiki/Edith_Krappe","SPD",NA,3,0
"1305","Friedrich Kraus","/wiki/Friedrich_Kraus_(Politiker)","SPD",NA,3,0
"1306","Reinhold Kreitmeyer","/wiki/Reinhold_Kreitmeyer","FDP",NA,3,0
"1307","Gerhard Kreyssig","/wiki/Gerhard_Kreyssig","SPD",NA,3,0
"1308","Herbert Kriedemann","/wiki/Herbert_Kriedemann","SPD",NA,3,0
"1309","Ludwig Kroll","/wiki/Ludwig_Kroll","CDU","64,9",3,0
"1310","Heinrich Krone","/wiki/Heinrich_Krone","CDU",NA,3,0
"1311","Georg Krug","/wiki/Georg_Krug_(Politiker,_1906)","CSU","64,3",3,0
"1312","Caspar Krüger","/wiki/Caspar_Kr%C3%BCger","CDU",NA,3,0
"1313","Hans Krüger","/wiki/Hans_Kr%C3%BCger_(Politiker,_1902)","CDU",NA,3,1
"1314","Edeltraud Kuchtner","/wiki/Edeltraud_Kuchtner","CSU",NA,3,0
"1315","Knut von Kühlmann-Stumm","/wiki/Knut_von_K%C3%BChlmann-Stumm","FDP",NA,3,0
"1316","Walter Kühlthau","/wiki/Walter_K%C3%BChlthau","CDU","47,9",3,0
"1317","Heinz Kühn","/wiki/Heinz_K%C3%BChn","SPD",NA,3,0
"1318","Walther Kühn","/wiki/Walther_K%C3%BChn","FDP",NA,3,0
"1319","August Kunst","/wiki/August_Kunst_(Politiker)","CDU",NA,3,0
"1320","Ernst Kuntscher","/wiki/Ernst_Kuntscher","CDU",NA,3,1
"1321","Johannes Kunze","/wiki/Johannes_Kunze_(Politiker)","CDU","53,3",3,0
"1322","Georg Kurlbaum","/wiki/Georg_Kurlbaum","SPD",NA,3,0
"1323","Georg Lang","/wiki/Georg_Lang_(Politiker)","CSU","43,5",3,0
"1324","Erwin Lange","/wiki/Erwin_Lange_(Politiker)","SPD",NA,3,0
"1325","Wilhelm Lantermann","/wiki/Wilhelm_Lantermann","SPD",NA,3,0
"1326","Hans Lautenschlager","/wiki/Hans_Lautenschlager","SPD",NA,3,0
"1327","Georg Leber","/wiki/Georg_Leber","SPD",NA,3,0
"1328","Albert Leicht","/wiki/Albert_Leicht","CDU","56,8",3,0
"1329","Walter Leiske","/wiki/Walter_Leiske","CDU","45,7",3,0
"1330","Ernst Lemmer","/wiki/Ernst_Lemmer","CDU",NA,3,0
"1331","Aloys Lenz","/wiki/Aloys_Lenz_(Politiker,_1910)","CDU","58,8",3,0
"1332","Hans Lenz","/wiki/Hans_Lenz_(Politiker,_1907)","FDP",NA,3,0
"1333","Franz Lenze","/wiki/Franz_Lenze","CDU","74,0",3,0
"1334","Gottfried Leonhard","/wiki/Gottfried_Leonhard","CDU","53,8",3,0
"1335","Josef Lermer","/wiki/Josef_Lermer","CSU","60,4",3,0
"1336","Edmund Leukert","/wiki/Edmund_Leukert","CSU",NA,3,0
"1337","Paul Leverkuehn","/wiki/Paul_Leverkuehn","CDU",NA,3,1
"1338","Hanns-Gero von Lindeiner","/wiki/Hanns-Gero_von_Lindeiner","CDU",NA,3,0
"1339","Heinrich Lindenberg","/wiki/Heinrich_Lindenberg_(Politiker)","CDU","49,7",3,0
"1340","Hermann Lindrath","/wiki/Hermann_Lindrath","CDU","49,9",3,1
"1341","Fritz Logemann","/wiki/Fritz_Logemann","DP",NA,3,0
"1342","Ulrich Lohmar","/wiki/Ulrich_Lohmar","SPD",NA,3,0
"1343","Walter Löhr","/wiki/Walter_L%C3%B6hr","CDU",NA,3,0
"1344","Adolf Ludwig","/wiki/Adolf_Ludwig","SPD",NA,3,0
"1345","Heinrich Lübke","/wiki/Heinrich_L%C3%BCbke","CDU","50,2",3,0
"1346","Johannes Lücke","/wiki/Johannes_L%C3%BCcke","SPD",NA,3,0
"1347","Paul Lücke","/wiki/Paul_L%C3%BCcke","CDU","64,4",3,0
"1348","Hans August Lücker","/wiki/Hans_August_L%C3%BCcker","CSU","64,0",3,0
"1349","Marie-Elisabeth Lüders","/wiki/Marie-Elisabeth_L%C3%BCders","FDP",NA,3,0
"1350","Wilhelm Adam Lulay","/wiki/Wilhelm_Adam_Lulay","CDU",NA,3,0
"1351","Karl-Heinz Lünenstraß","/wiki/Karl-Heinz_L%C3%BCnenstra%C3%9F","SPD",NA,3,0
"1352","Friedrich Maier","/wiki/Friedrich_Maier_(Politiker)","SPD",NA,3,0
"1353","Josef Maier","/wiki/Josef_Maier_(Politiker)","CDU",NA,3,0
"1354","Reinhold Maier","/wiki/Reinhold_Maier","FDP",NA,3,0
"1355","Ernst Majonica","/wiki/Ernst_Majonica","CDU","61,6",3,0
"1356","Georg Baron Manteuffel-Szoege","/wiki/Georg_Baron_Manteuffel-Szoege","CSU","49,5",3,0
"1357","Robert Margulies","/wiki/Robert_Margulies","FDP",NA,3,0
"1358","Berthold Martin","/wiki/Berthold_Martin","CDU","46,0",3,0
"1359","Franz Marx","/wiki/Franz_Marx_(Politiker,_1903)","SPD",NA,3,0
"1360","Heinz Matthes","/wiki/Heinz_Matthes_(Politiker,_1897)","DP","46,2",3,0
"1361","Kurt Mattick","/wiki/Kurt_Mattick","SPD",NA,3,0
"1362","Oskar Matzner","/wiki/Oskar_Matzner","SPD",NA,3,0
"1363","Eugen Maucher","/wiki/Eugen_Maucher","CDU",NA,3,0
"1364","Adolf Mauk","/wiki/Adolf_Mauk","FDP",NA,3,0
"1365","Agnes Katharina Maxsein","/wiki/Agnes_Katharina_Maxsein","CDU",NA,3,0
"1366","Hans Meis","/wiki/Hans_Meis","CDU",NA,3,0
"1367","Karl Meitmann","/wiki/Karl_Meitmann","SPD",NA,3,0
"1368","Wilhelm Mellies","/wiki/Wilhelm_Mellies","SPD","46,7",3,0
"1369","Linus Memmel","/wiki/Linus_Memmel","CSU","57,5",3,0
"1370","Erich Mende","/wiki/Erich_Mende","FDP",NA,3,0
"1371","Theodor Mengelkamp","/wiki/Theodor_Mengelkamp","CDU",NA,3,0
"1372","Josef Menke","/wiki/Josef_Menke_(Politiker)","CDU","70,5",3,0
"1373","Fritz Mensing","/wiki/Fritz_Mensing","CDU",NA,3,0
"1374","Walter Menzel","/wiki/Walter_Menzel","SPD","46,3",3,0
"1375","Hans-Joachim von Merkatz","/wiki/Hans-Joachim_von_Merkatz","DP","47,8",3,0
"1376","Hans Merten","/wiki/Hans_Merten","SPD","38,3",3,0
"1377","Rudolf Metter","/wiki/Rudolf_Metter","SPD",NA,3,0
"1378","Ludwig Metzger","/wiki/Ludwig_Metzger","SPD","43,0",3,0
"1379","Erich Meyer","/wiki/Erich_Meyer_(Politiker,_1900)","SPD","47,1",3,0
"1380","Ernst Meyer","/wiki/Ernst_Meyer_(Jurist)","SPD",NA,3,0
"1381","Philipp Meyer","/wiki/Philipp_Meyer_(Politiker)","CSU","69,2",3,1
"1382","Emmy Meyer-Laule","/wiki/Emmy_Meyer-Laule","SPD",NA,3,0
"1383","Franz Meyers","/wiki/Franz_Meyers","CDU","62,6",3,0
"1384","Josef Mick","/wiki/Josef_Mick","CDU",NA,3,0
"1385","Herwart Miessner","/wiki/Herwart_Miessner","FDP",NA,3,0
"1386","Wolfgang Mischnick","/wiki/Wolfgang_Mischnick","FDP",NA,3,0
"1387","Karl Mommer","/wiki/Karl_Mommer","SPD",NA,3,0
"1388","Richard Muckermann","/wiki/Richard_Muckermann","CDU","67,1",3,0
"1389","Klaus Freiherr von Mühlen","/wiki/Klaus_Freiherr_von_M%C3%BChlen","FDP",NA,3,0
"1390","Franz Mühlenberg","/wiki/Franz_M%C3%BChlenberg","CDU","61,3",3,0
"1391","Hans Müller","/wiki/Hans_M%C3%BCller_(Politiker,_1898)","SPD",NA,3,0
"1392","Karl Müller","/wiki/Karl_M%C3%BCller_(Politiker,_1897)","SPD",NA,3,0
"1393","Willy Müller","/wiki/Willy_M%C3%BCller_(Politiker,_1903)","SPD","41,0",3,0
"1394","Ernst Müller-Hermann","/wiki/Ernst_M%C3%BCller-Hermann","CDU",NA,3,0
"1395","Oskar Munzinger","/wiki/Oskar_Munzinger_(Politiker,_1911)","SPD",NA,3,0
"1396","Leonhard Murr","/wiki/Leonhard_Murr","FDP",NA,3,0
"1397","Franzjosef Müser","/wiki/Franzjosef_M%C3%BCser","CDU","47,2",3,0
"1398","Friederike Nadig","/wiki/Friederike_Nadig","SPD","43,1",3,0
"1399","Peter Nellen","/wiki/Peter_Nellen","CDU","64,8",3,0
"1400","Kurt Neubauer","/wiki/Kurt_Neubauer_(Politiker)","SPD",NA,3,0
"1401","August Neuburger","/wiki/August_Neuburger_(Politiker)","CDU","65,9",3,0
"1402","Franz Neumann","/wiki/Franz_Neumann_(Politiker)","SPD",NA,3,0
"1403","Wilhelm Nieberg","/wiki/Wilhelm_Nieberg","CDU","35,9",3,0
"1404","Alois Niederalt","/wiki/Alois_Niederalt","CSU","73,4",3,0
"1405","Maria Niggemeyer","/wiki/Maria_Niggemeyer","CDU",NA,3,0
"1406","Theodor Oberländer","/wiki/Theodor_Oberl%C3%A4nder","CDU","46,2",3,1
"1407","Willy Odenthal","/wiki/Willy_Odenthal","SPD",NA,3,0
"1408","Josef Oesterle","/wiki/Josef_Oesterle","CSU","63,6",3,0
"1409","Richard Oetzel","/wiki/Richard_Oetzel","CDU",NA,3,0
"1410","Erich Ollenhauer","/wiki/Erich_Ollenhauer","SPD","52,1",3,0
"1411","Maria Pannhoff","/wiki/Maria_Pannhoff","CDU",NA,3,0
"1412","Ernst Paul","/wiki/Ernst_Paul","SPD",NA,3,0
"1413","Georg Pelster","/wiki/Georg_Pelster","CDU","60,8",3,0
"1414","Ernst Pernoll","/wiki/Ernst_Pernoll","CDU","31,1",3,0
"1415","Georg Peters","/wiki/Georg_Peters_(Politiker,_1908)","SPD","48,6",3,0
"1416","Robert Pferdmenges","/wiki/Robert_Pferdmenges","CDU",NA,3,0
"1417","Walter Pflaumbaum","/wiki/Walter_Pflaumbaum","CDU","34,3",3,0
"1418","Gerhard Philipp","/wiki/Gerhard_Philipp","CDU",NA,3,0
"1419","Carl Pietscher","/wiki/Carl_Pietscher","CDU","49,4",3,0
"1420","Elisabeth Pitz-Savelsberg","/wiki/Elisabeth_Pitz-Savelsberg","CDU",NA,3,0
"1421","Kurt Pohle","/wiki/Kurt_Pohle","SPD",NA,3,0
"1422","Heinz Pöhler","/wiki/Heinz_P%C3%B6hler","SPD",NA,3,0
"1423","Ludwig Preiß","/wiki/Ludwig_Prei%C3%9F_(Politiker)","DP","41,9",3,0
"1424","Carl Prennel","/wiki/Carl_Prennel","SPD",NA,3,0
"1425","Victor-Emanuel Preusker","/wiki/Victor-Emanuel_Preusker","DP",NA,3,1
"1426","Moritz-Ernst Priebe","/wiki/Moritz-Ernst_Priebe","SPD",NA,3,0
"1427","Maria Probst","/wiki/Maria_Probst","CSU","70,4",3,0
"1428","Wilhelm Probst","/wiki/Wilhelm_Probst","DP",NA,3,0
"1429","Werner Pusch","/wiki/Werner_Pusch","SPD",NA,3,0
"1430","Severin Fritz Pütz","/wiki/Severin_Fritz_P%C3%BCtz","SPD",NA,3,0
"1431","Willy Max Rademacher","/wiki/Willy_Max_Rademacher","FDP",NA,3,0
"1432","Egon Wilhelm Ramms","/wiki/Egon_Wilhelm_Ramms","FDP",NA,3,0
"1433","Hugo Rasch","/wiki/Hugo_Rasch_(Politiker)","SPD",NA,3,0
"1434","Will Rasner","/wiki/Will_Rasner","CDU","45,9",3,0
"1435","Ludwig Ratzel","/wiki/Ludwig_Ratzel","SPD",NA,3,0
"1436","Rudolf Recktenwald","/wiki/Rudolf_Recktenwald","SPD",NA,3,0
"1437","Karl Regling","/wiki/Karl_Regling","SPD",NA,3,0
"1438","Luise Rehling","/wiki/Luise_Rehling","CDU","47,0",3,0
"1439","Reinhold Rehs","/wiki/Reinhold_Rehs","SPD",NA,3,1
"1440","Carl Reinhard","/wiki/Carl_Reinhard_(Politiker)","CDU","43,4",3,0
"1441","Eckhard Reith","/wiki/Eckhard_Reith","CDU",NA,3,0
"1442","Wilhelm Reitz","/wiki/Wilhelm_Reitz","SPD","37,8",3,0
"1443","Richard Reitzner","/wiki/Richard_Reitzner","SPD",NA,3,0
"1444","Annemarie Renger","/wiki/Annemarie_Renger","SPD",NA,3,0
"1445","Hans Richarts","/wiki/Hans_Richarts","CDU","79,6",3,0
"1446","Clemens Riedel","/wiki/Clemens_Riedel_(Politiker)","CDU",NA,3,0
"1447","Hugo Rimmelspacher","/wiki/Hugo_Rimmelspacher","SPD",NA,3,0
"1448","Georg Ripken","/wiki/Georg_Ripken","DP",NA,3,0
"1449","Heinrich Georg Ritzel","/wiki/Heinrich_Georg_Ritzel","SPD","45,3",3,0
"1450","Ernst Rodiek","/wiki/Ernst_Rodiek","SPD",NA,3,0
"1451","Helmut Rohde","/wiki/Helmut_Rohde","SPD",NA,3,0
"1452","Dietrich Rollmann","/wiki/Dietrich_Rollmann","CDU",NA,3,0
"1453","Josef Rommerskirchen","/wiki/Josef_Rommerskirchen","CDU",NA,3,0
"1454","Julie Rösch","/wiki/Julie_R%C3%B6sch","CDU",NA,3,0
"1455","Josef Rösing","/wiki/Josef_R%C3%B6sing","CDU",NA,3,0
"1456","Hans-Carl Rüdel","/wiki/Hans-Carl_R%C3%BCdel","CDU","50,0",3,0
"1457","Margarete Rudoll","/wiki/Margarete_Rudoll","SPD",NA,3,0
"1458","Thomas Ruf","/wiki/Thomas_Ruf","CDU","49,6",3,0
"1459","Heinrich-Wilhelm Ruhnke","/wiki/Heinrich-Wilhelm_Ruhnke","SPD",NA,3,0
"1460","Franz Ruland","/wiki/Franz_Ruland_(Politiker)","CSU",NA,3,0
"1461","Wolfgang Rutschke","/wiki/Wolfgang_Rutschke","FDP",NA,3,0
"1462","Heinrich Sander","/wiki/Heinrich_Sander_(Politiker)","FDP",NA,3,0
"1463","Friedrich Schäfer","/wiki/Friedrich_Sch%C3%A4fer_(Politiker,_1915)","SPD",NA,3,0
"1464","Fritz Schäffer","/wiki/Fritz_Sch%C3%A4ffer","CSU","70,4",3,0
"1465","Marta Schanzenbach","/wiki/Marta_Schanzenbach","SPD",NA,3,0
"1466","Hugo Scharnberg","/wiki/Hugo_Scharnberg","CDU",NA,3,0
"1467","Ernst Scharnowski","/wiki/Ernst_Scharnowski","SPD",NA,3,0
"1468","Walter Scheel","/wiki/Walter_Scheel","FDP",NA,3,1
"1469","Ernst Schellenberg","/wiki/Ernst_Schellenberg_(Politiker)","SPD",NA,3,0
"1470","Heinrich Scheppmann","/wiki/Heinrich_Scheppmann","CDU",NA,3,0
"1471","Josef Scheuren","/wiki/Josef_Scheuren","SPD",NA,3,0
"1472","Heinrich Schild","/wiki/Heinrich_Schild","DP",NA,3,1
"1473","Albrecht Schlee","/wiki/Albrecht_Schlee","CSU","43,7",3,0
"1474","Josef Schlick","/wiki/Josef_Schlick","CDU","48,0",3,0
"1475","Alfred Schliestedt","/wiki/Alfred_Schliestedt","SPD",NA,3,0
"1476","Carlo Schmid","/wiki/Carlo_Schmid","SPD","44,7",3,0
"1477","Helmut Schmidt","/wiki/Helmut_Schmidt","SPD","44,1",3,0
"1478","Martin Schmidt","/wiki/Martin_Schmidt_(Politiker,_1914)","SPD",NA,3,0
"1479","Otto Schmidt","/wiki/Otto_Schmidt_(Politiker,_1902)","CDU","53,4",3,0
"1480","Cläre Schmitt","/wiki/Cl%C3%A4re_Schmitt","CDU",NA,3,0
"1481","Hermann Schmitt-Vockenhausen","/wiki/Hermann_Schmitt-Vockenhausen","SPD","43,0",3,0
"1482","Kurt Schmücker","/wiki/Kurt_Schm%C3%BCcker","CDU","77,2",3,0
"1483","Georg Schneider","/wiki/Georg_Schneider_(Politiker,_1892)","CDU","42,2",3,0
"1484","Heinrich Schneider","/wiki/Heinrich_Schneider_(Politiker,_1907)","FDP","32,3",3,1
"1485","Herbert Schneider","/wiki/Herbert_Schneider_(Politiker,_1915)","DP",NA,3,0
